Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
CHI;0,878;105,2;92,9;11,8;1;1;2;1;7,0;7,0;0,721;0,8780487804878049;0,7212543554006968;0,7212543554006968;0,7232142857142857;0,7232142857142857;28,583333333333332;2,0;1,0;1,0;2,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;2,0;3,0;5,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;1,0;1,0;1,0;3,0;1,0;2,0;4,0;1,0;4,0;5,0;1,0;2,0;3,0;1,0;3,0;4,0;1,0;1,0;1,0;12,24;116,0;102,51;13,49;11,8;115,72;102,71;13,01;1;1;2;1;1;1;2;1
SEA;0,78;104,5;96,7;7,4;2;2;7;2;5,0;9,0;0,579;0,7804878048780488;0,7189189189189189;0,5789473684210527;0,5172413793103449;0,4861111111111111;29,583333333333332;2,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;1,0;1,0;3,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;1,0;3,0;0,0;0,0;4,0;0,0;1,0;3,0;0,0;0,0;2,0;0,0;0,0;1,0;7,79;111,19;103,02;8,17;7,39;110,95;103,22;7,73;2;7;3;2;2;7;3;2
ORL;0,732;104,5;99,0;5,4;3;2;12;5;3,0;3,0;0,679;0,7317073170731707;0,6788617886178862;0,6788617886178862;0,5;0,5;27,666666666666668;2,0;1,0;1,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;1,0;1,0;2,0;0,0;1,0;1,0;1,0;2,0;2,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;1,0;2,0;2,0;0,0;1,0;2,0;0,0;1,0;3,0;0,0;1,0;3,0;0,0;1,0;2,0;1,0;1,0;1,0;5,56;113,57;107,76;5,81;5,39;113,58;107,93;5,65;5;3;13;5;5;3;13;5
SAS;0,72;103,4;97,1;5,98;4;5;9;4;2,0;6,0;0,563;0,7195121951219512;0,7378048780487805;0,5631929046563193;0,56;0,4594594594594595;29,307692307692307;2,0;0,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;6,3;110,86;104,1;6,75;5,97;110,67;104,29;6,38;4;8;4;4;4;10;6;4
UTA;0,671;102,5;95,9;6,25;5;8;5;3;8,0;11,0;0,601;0,6707317073170732;0,6557120500782473;0,6007025761124122;0,4805194805194805;0,46987951807228917;28,166666666666668;2,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;3,0;1,0;2,0;3,0;0,0;2,0;3,0;1,0;2,0;3,0;0,0;2,0;3,0;0,0;1,0;1,0;6,59;114,0;106,64;7,37;6,24;113,95;106,98;6,96;3;2;9;3;3;2;9;3
LAL;0,646;102,9;98,5;4,21;6;6;11;6;2,0;11,0;0,517;0,6463414634146342;0,6158536585365854;0,5173237753882916;0,42857142857142855;0,4090909090909091;28,166666666666668;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;4,45;112,06;107,43;4,64;4,21;112,04;107,68;4,36;6;4;11;6;6;5;11;6
IND;0,634;99,3;96,1;3,11;7;12;6;7;3,0;17,0;0,599;0,6341463414634146;0,6138211382113821;0,5994108983799705;0,5789473684210527;0,488;29,384615384615383;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;1,0;3,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;3,24;111,64;108,06;3,57;3,1;111,56;108,13;3,44;7;6;14;7;7;6;14;7
HOU;0,585;102,5;100,7;1,63;8;8;15;12;5,0;5,0;0,626;0,5853658536585366;0,6256983240223464;0,6256983240223464;0,6;0,6;29,153846153846153;2,0;1,0;1,0;2,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;1,0;3,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;2,0;1,0;1,0;1,0;1,74;109,86;108,08;1,78;1,63;109,86;108,22;1,64;12;12;15;12;12;12;15;12
CLE;0,573;91,1;88,5;2,49;9;23;1;8;3,0;11,0;0,56;0,573170731707317;0,556910569105691;0,560145808019441;0,1;0,38;26,454545454545453;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;1,0;2,59;110,82;107,72;3,11;2,49;110,76;107,76;3,0;8;9;12;8;8;9;12;8
NYK;0,573;97,2;94,9;2,24;10;17;3;10;1,0;1,0;0,565;0,5652173913043478;0,5652173913043478;0,5652173913043478;0,5;0,5;30,181818181818183;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;3,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;2,32;106,75;104,29;2,45;2,24;106,59;104,2;2,39;11;19;6;11;10;21;5;10
