Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
POR;0,768;114,7;106,0;8,47;1;3;15;2;3,0;3,0;0,683;0,7682926829268293;0,6834170854271356;0,6834170854271356;0,525;0,525;28,25;3,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;2,0;3,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;2,0;2,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;2,0;2,0;0,0;2,0;4,0;0,0;2,0;2,0;0,0;2,0;3,0;0,0;0,0;1,0;8,68;113,26;104,87;8,38;8,47;113,16;104,98;8,18;2;2;6;2;2;2;6;2
CHI;0,744;110,0;101,0;8,57;2;7;4;1;2,0;2,0;0,707;0,7439024390243902;0,7073170731707317;0,7073170731707317;0,7575757575757576;0,7575757575757576;26,583333333333332;1,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;3,0;0,0;0,0;0,0;0,0;3,0;3,0;0,0;1,0;1,0;1,0;1,0;2,0;1,0;2,0;2,0;0,0;0,0;0,0;1,0;1,0;2,0;1,0;1,0;3,0;1,0;1,0;3,0;1,0;2,0;3,0;1,0;2,0;2,0;1,0;1,0;1,0;9,1;115,16;105,67;9,5;8,57;114,92;105,98;8,94;1;1;9;1;1;1;10;1
LAL;0,707;106,3;99,6;6,73;3;13;2;3;1,0;1,0;0,707;0,7073170731707317;0,7073170731707317;0,7073170731707317;0,631578947368421;0,631578947368421;28,09090909090909;2,0;0,0;0,0;2,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;1,0;1,0;2,0;1,0;1,0;1,0;0,0;0,0;1,0;6,74;112,54;105,59;6,95;6,73;112,49;105,56;6,93;3;5;8;3;3;5;8;3
BOS;0,683;111,5;105,7;5,22;4;6;14;5;1,0;1,0;0,683;0,6829268292682927;0,6829268292682927;0,6829268292682927;0,45454545454545453;0,45454545454545453;28,0;3,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;0,0;2,0;1,0;2,0;4,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;3,0;0,0;0,0;1,0;0,0;0,0;3,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;5,82;112,88;107,07;5,8;5,21;112,78;107,59;5,19;5;4;13;5;5;4;13;5
PHO;0,671;114,0;107,5;6,49;5;4;18;4;5,0;18,0;0,512;0,6707317073170732;0,6365853658536585;0,5122615803814714;0,53125;0,4166666666666667;26,583333333333332;2,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;2,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;3,0;0,0;1,0;2,0;0,0;1,0;3,0;1,0;1,0;2,0;6,55;112,98;106,53;6,45;6,49;113,04;106,64;6,4;4;3;11;4;4;3;12;4
SAS;0,671;107,1;102,6;4,3;6;9;5;6;3,0;12,0;0,604;0,6707317073170732;0,5365853658536586;0,6039707419017764;0,5;0,45454545454545453;25,916666666666668;1,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;1,0;2,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;4,51;108,2;103,95;4,25;4,3;108,02;103,95;4,07;6;14;4;6;6;14;4;6
UTA;0,659;104,0;100,7;3,18;7;16;3;8;3,0;6,0;0,547;0,6585365853658537;0,6506550218340611;0,5472972972972973;0,35294117647058826;0,34782608695652173;28,4;2,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;1,0;3,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;2,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;2,0;2,0;1,0;2,0;2,0;0,0;2,0;2,0;1,0;2,0;2,0;0,0;1,0;2,0;0,0;1,0;1,0;3,33;109,22;105,78;3,44;3,18;109,12;105,84;3,28;8;11;10;9;8;11;9;7
HOU;0,634;106,7;103,2;3,27;8;10;6;7;3,0;6,0;0,443;0,6341463414634146;0,5609756097560976;0,4431554524361949;0,18181818181818182;0,18181818181818182;26,75;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;3,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;3,0;0,0;0,0;3,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;1,0;2,0;3,5;107,86;104,38;3,48;3,27;107,64;104,37;3,27;7;15;5;7;7;16;5;8
DET;0,61;100,1;96,8;3,08;9;24;1;9;8,0;9,0;0,614;0,6097560975609756;0,6387195121951219;0,6140602582496413;0,6388888888888888;0,6388888888888888;30,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;1,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;3,27;108,74;105,29;3,45;3,07;108,45;105,2;3,24;9;12;7;8;9;12;7;9
MIL;0,585;106,4;104,0;2,33;10;12;9;10;4,0;8,0;0,494;0,5853658536585366;0,5579268292682927;0,49390243902439024;0,2857142857142857;0,40384615384615385;28,5;1,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;1,0;1,0;2,48;110,35;107,93;2,42;2,32;110,23;107,96;2,27;10;10;15;10;10;10;15;10
