Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
LAL;0,817;100,8;92,3;8,41;1;6;6;1;1,0;10,0;0,746;0,8170731707317073;0,8170731707317073;0,7463414634146341;0,6521739130434783;0,72;29,25;2,0;1,0;1,0;2,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;2,0;1,0;1,0;3,0;1,0;2,0;4,0;1,0;1,0;2,0;1,0;1,0;3,0;1,0;1,0;2,0;8,55;107,85;98,79;9,05;8,41;107,66;98,75;8,92;1;6;2;1;1;6;2;1
POR;0,72;97,5;91,0;6,36;2;16;3;2;3,0;9,0;0,493;0,7195121951219512;0,6542056074766355;0,49291784702549574;0,5454545454545454;0,5535714285714286;29,181818181818183;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;0,0;3,0;0,0;0,0;0,0;6,4;108,75;101,67;7,08;6,37;108,71;101,68;7,03;2;3;7;2;2;3;7;2
IND;0,683;101,3;96,7;4,15;3;4;12;6;3,0;3,0;0,687;0,6829268292682927;0,6869158878504673;0,6869158878504673;0,6153846153846154;0,6153846153846154;30,454545454545453;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;2,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;4,6;109,17;104,21;4,95;4,16;109,05;104,58;4,47;5;1;14;5;6;2;14;6
UTA;0,671;96,5;92,0;4,52;4;20;5;5;12,0;15,0;0,636;0,6707317073170732;0,681283422459893;0,6356521739130435;0,5217391304347826;0,5138888888888888;29,916666666666668;2,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;3,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;0,0;2,0;0,0;1,0;1,0;1,0;1,0;2,0;1,0;2,0;3,0;1,0;2,0;2,0;1,0;2,0;2,0;2,0;2,0;2,0;1,0;1,0;1,0;4,46;107,97;103,09;4,88;4,52;108,0;103,06;4,94;6;5;12;6;5;5;12;5
PHO;0,646;98,9;93,7;5,24;5;12;8;4;1,0;1,0;0,645;0,6451612903225806;0,6451612903225806;0,6451612903225806;0,4444444444444444;0,4444444444444444;28,23076923076923;1,0;0,0;0,0;1,0;1,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;3,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;3,0;0,0;0,0;2,0;0,0;0,0;0,0;5,22;105,04;99,66;5,38;5,24;104,9;99,48;5,41;4;17;4;4;4;17;4;4
SAS;0,646;96,2;90,2;5,92;6;21;1;3;4,0;4,0;0,586;0,6463414634146342;0,5863309352517986;0,5863309352517986;0,6666666666666666;0,6666666666666666;30,727272727272727;2,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;2,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2,0;0,0;2,0;2,0;0,0;2,0;2,0;1,0;2,0;3,0;0,0;2,0;2,0;0,0;2,0;3,0;0,0;1,0;1,0;5,94;105,83;99,45;6,38;5,93;105,67;99,3;6,37;3;11;3;3;3;12;3;3
MIA;0,634;94,4;91,3;2,75;7;24;4;8;5,0;18,0;0,697;0,6341463414634146;0,6428571428571429;0,697138869504536;0,45;0,6150793650793651;29,083333333333332;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;4,0;0,0;1,0;4,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;3,11;105,39;102,08;3,31;2,75;105,16;102,24;2,92;7;16;8;7;8;16;8;9
NYK;0,61;92,1;90,7;1,3;8;27;2;11;5,0;5,0;0,596;0,6097560975609756;0,5956112852664577;0,5956112852664577;0,546875;0,546875;29,363636363636363;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,46;103,1;101,53;1,58;1,3;102,89;101,48;1,4;11;23;6;12;11;23;6;11
MIN;0,61;98,5;96,0;2,67;9;13;11;9;5,0;5,0;0,503;0,6097560975609756;0,5027932960893855;0,5027932960893855;0,25;0,25;27,25;1,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;0,0;1,0;2,52;106,98;104,1;2,87;2,67;107,05;104,03;3,02;10;8;13;9;9;8;13;8
PHI;0,598;94,8;93,4;1,02;10;23;7;14;3,0;21,0;0,581;0,5975609756097561;0,5046728971962616;0,5810157194679565;0,4444444444444444;0,4825174825174825;26,714285714285715;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;2,0;3,0;0,0;1,0;1,0;0,0;0,0;0,0;1,0;1,0;3,0;1,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;2,0;1,34;102,24;100,8;1,44;1,02;102,0;100,91;1,09;13;25;5;13;14;25;5;14
