Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
UTA;0,585;103,6;100,9;2,31;11;7;16;9;21;24;0,602;0,5853658536585366;0,6234309623430963;0,6022245762711864;0,4946236559139785;0,4895833333333333;25,833333333333332;0;0;0;0;1;1;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;2,65;110,84;107,89;2,96;2,31;110,52;107,93;2,59;9;8;9;9;9;8;9;9
ATL;0,573;98,1;96,5;1,7;12;19;9;10;5;5;0,373;0,573170731707317;0,37317073170731707;0,37317073170731707;0,3888888888888889;0,3888888888888889;25,363636363636363;1;0;0;1;0;0;2;0;0;1;0;0;1;0;1;1;0;0;2;1;2;2;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1,57;110,28;108,43;1,84;1,7;110,49;108,51;1,98;12;9;12;12;10;9;12;10
PHO;0,561;109,4;107,5;1,62;13;1;24;12;1;8;0,449;0,5806451612903226;0,5806451612903226;0,44930875576036866;-1,0;0,4;27,727272727272727;2;0;0;1;1;1;1;0;0;1;0;0;1;0;1;3;0;0;1;0;0;2;0;1;1;0;1;2;0;0;0;0;0;1;0;0;4;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1,93;114,2;112,3;1,89;1,62;114,12;112,55;1,57;11;2;26;11;12;2;27;12
MIA;0,524;98,3;98,0;0,49;14;18;11;14;1;1;0,524;0,524390243902439;0,524390243902439;0,524390243902439;0,42857142857142855;0,42857142857142855;25,727272727272727;1;1;1;1;0;1;1;0;0;2;1;1;1;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;2;2;3;0;0;2;1;1;1;1;1;1;0;1;1;1;1;1;1;1;1;1;1;2;0,26;108,34;108,28;0,06;0,49;108,56;108,24;0,32;14;20;11;14;14;20;11;14
PHI;0,5;97,4;97,3;0,16;15;21;10;15;1;1;0,542;0,5423728813559322;0,5423728813559322;0,5423728813559322;0,3333333333333333;0,3333333333333333;26,4;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;0;1;1;0;0;0;0;0;2;0;0;0;0;1;2;0;0;1;0;0;1;0,07;108,79;108,79;0,0;0,16;108,89;108,79;0,1;15;17;16;15;15;18;15;15
CHI;0,5;102,2;102,5;-0,16;16;8;18;16;1;1;0,5;0,5;0,5;0,5;0,42857142857142855;0,42857142857142855;24,5;0;0;0;1;0;0;1;0;0;1;0;0;2;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-0,28;109,32;109,54;-0,22;-0,16;109,48;109,57;-0,09;16;13;18;16;16;13;18;16
DET;0,476;94,2;94,7;-0,36;17;26;7;17;1;1;0,476;0,47560975609756095;0,47560975609756095;0,47560975609756095;0,0;0,0;27,583333333333332;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;2;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;-0,49;108,21;108,79;-0,58;-0,36;108,34;108,78;-0,44;17;21;16;17;17;21;14;17
IND;0,439;105,1;106,2;-0,76;18;5;23;18;2;7;0,504;0,43902439024390244;0,43902439024390244;0,503968253968254;-1,0;0,45161290322580644;26,083333333333332;1;0;1;1;0;0;1;1;1;1;0;1;1;0;0;0;1;2;2;0;0;1;0;1;1;0;0;2;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;0;1;2;0;1;1;-1,11;108,76;109,88;-1,12;-0,76;109,13;109,86;-0,73;19;18;19;18;18;15;20;18
CHA;0,427;93,6;94,9;-1,2;19;28;8;20;1;28;0,572;0,4268292682926829;0,4268292682926829;0,5718132854578097;-1,0;0,5194805194805194;26,571428571428573;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;2;0;1;2;0;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;-1,27;105,42;107,01;-1,59;-1,19;105,43;106,93;-1,5;20;27;7;20;20;27;7;20
MIL;0,415;99,3;100,4;-0,88;20;15;14;19;1;9;0,513;0,4146341463414634;0,4146341463414634;0,5130293159609121;-1,0;0,42857142857142855;26,583333333333332;0;0;0;2;0;0;2;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;-1,09;107,44;108,61;-1,18;-0,87;107,6;108,54;-0,94;18;23;13;19;19;23;13;19
NJN;0,415;98,1;100,5;-2,31;21;19;15;21;6;6;0,5;0,4146341463414634;0,5;0,5;0,47368421052631576;0,47368421052631576;24,833333333333332;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;2;0;1;1;0;0;0;0;1;1;0;1;1;0;0;2;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;-2,44;109,14;111,85;-2,71;-2,31;109,33;111,89;-2,56;21;16;24;21;21;14;24;22
TOR;0,402;99,0;101,9;-2,54;22;16;17;23;1;1;0,385;0,38461538461538464;0,38461538461538464;0,38461538461538464;-1,0;-1,0;27,545454545454547;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;1;1;1;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;-2,82;107,72;110,69;-2,97;-2,53;107,99;110,66;-2,66;23;22;22;23;23;22;22;23
NYK;0,39;105,2;107,8;-2,33;23;4;25;22;1;7;0,574;0,3902439024390244;0,3902439024390244;0,5738963531669866;-1,0;0,5098039215686274;26,25;0;0;0;1;0;1;1;1;1;1;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-2,61;108,7;111,41;-2,71;-2,33;109,03;111,44;-2,41;22;19;23;21;22;16;23;21
GSW;0,354;108,6;112,3;-3,8;24;2;27;24;10;30;0,565;0,35365853658536583;0,5057471264367817;0,5651986183074266;0,4;0,45180722891566266;24,333333333333332;0;0;0;2;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;0;1;2;0;1;3;0;0;1;0;0;1;1;1;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,74;109,94;113,76;-3,82;-3,8;109,98;113,86;-3,89;24;10;28;24;24;10;28;24
MIN;0,293;97,8;102,7;-4,74;25;20;19;25;2;2;0,415;0,31746031746031744;0,4148936170212766;0,4148936170212766;-1,0;-1,0;26,333333333333332;0;0;1;1;0;0;0;0;1;2;1;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;-4,91;106,75;112,18;-5,43;-4,74;106,78;112,0;-5,23;25;24;25;25;25;24;25;25
MEM;0,293;93,9;99,3;-5,23;26;27;12;26;3;3;0,301;0,3333333333333333;0,30097087378640774;0,30097087378640774;-1,0;-1,0;24,583333333333332;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,46;104,51;110,62;-6,12;-5,22;104,48;110,33;-5,84;26;28;21;26;26;28;21;26
OKC;0,28;97,0;103,1;-6,04;27;22;20;27;1;1;0,319;0,3188405797101449;0,3188405797101449;0,3188405797101449;-1,0;-1,0;25,90909090909091;0;0;1;1;0;0;2;0;0;0;0;1;1;0;0;1;0;0;0;0;1;2;0;1;2;0;0;0;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;-6,1;103,59;110,06;-6,47;-6,03;103,41;109,82;-6,41;27;29;20;27;27;29;19;27
LAC;0,232;95,1;103,9;-8,47;28;25;22;29;6;16;0,463;0,23170731707317074;0,3943089430894309;0,4625;0,5833333333333334;0,5352112676056338;26,384615384615383;0;0;0;1;0;1;1;0;1;2;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;1;1;0;1;1;1;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-8,77;102,87;112,52;-9,65;-8,46;102,84;112,16;-9,31;30;30;27;30;29;30;26;30
WAS;0,232;96,1;103,5;-6,98;29;23;21;28;1;1;0,254;0,2535211267605634;0,2535211267605634;0,2535211267605634;-1,0;-1,0;26,083333333333332;0;0;0;2;0;0;0;0;0;1;0;1;2;0;0;0;0;0;0;0;1;1;0;0;1;0;0;2;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;-7,46;105,98;114,23;-8,26;-6,98;106,39;114,11;-7,73;28;26;29;28;28;25;29;28
SAC;0,207;100,6;109,3;-8,6;30;12;26;30;1;1;0,19;0,1896551724137931;0,1896551724137931;0,1896551724137931;-1,0;-1,0;26,636363636363637;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-8,76;106,3;115,64;-9,34;-8,59;106,32;115,5;-9,18;29;25;30;29;30;26;30;29
