Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
UTA;0,756;101,0;94,4;5,73;1;3;12;5;10,0;13,0;0,628;0,7560975609756098;0,6787048567870486;0,6277013752455796;0,5384615384615384;0,5284552845528455;29,083333333333332;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;4,0;0,0;0,0;0,0;0,0;0,0;2,0;1,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;2,0;2,0;1,0;1,0;2,0;1,0;2,0;3,0;1,0;1,0;3,0;1,0;2,0;3,0;1,0;1,0;1,0;6,54;113,22;105,87;7,35;5,73;112,8;106,35;6,45;4;1;16;4;5;1;21;5
CHI;0,756;96,7;89,6;7,24;2;8;3;1;9,0;9,0;0,738;0,7560975609756098;0,7384823848238482;0,7384823848238482;0,7302631578947368;0,7302631578947368;31,153846153846153;1,0;1,0;1,0;2,0;0,0;0,0;1,0;1,0;1,0;1,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;2,0;1,0;1,0;1,0;1,0;2,0;3,0;1,0;1,0;1,0;1,0;2,0;3,0;1,0;1,0;1,0;7,11;108,71;100,86;7,85;7,24;108,88;100,87;8,0;3;7;4;2;1;7;5;1
LAL;0,744;105,5;97,8;6,88;3;1;19;2;4,0;13,0;0,549;0,7439024390243902;0,6646341463414634;0,5494505494505495;0,4722222222222222;0,4318181818181818;26,0;4,0;1,0;1,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;1,0;1,0;1,0;2,0;3,0;3,0;0,0;1,0;2,0;0,0;2,0;2,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;3,0;1,0;2,0;2,0;0,0;0,0;2,0;0,0;2,0;4,0;0,0;0,0;2,0;0,0;1,0;2,0;1,0;1,0;2,0;7,74;112,51;104,48;8,03;6,88;112,02;104,92;7,1;1;2;10;1;2;2;12;2
SEA;0,744;100,6;93,4;6,33;4;4;11;3;7,0;11,0;0,607;0,7439024390243902;0,7191011235955056;0,6067551266586249;0,5;0,4787234042553192;31,272727272727273;2,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;0,0;3,0;0,0;1,0;5,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;3,0;4,0;0,0;0,0;3,0;0,0;1,0;3,0;0,0;1,0;1,0;0,0;0,0;0,0;7,17;112,39;104,68;7,7;6,33;111,91;105,12;6,79;2;3;13;3;3;3;14;4
IND;0,707;96,0;89,9;6,25;5;10;5;4;1,0;1,0;0,707;0,7073170731707317;0,7073170731707317;0,7073170731707317;0,625;0,625;29,2;2,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;1,0;1,0;4,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;1,0;1,0;6,09;109,32;102,52;6,79;6,25;109,56;102,58;6,98;5;4;7;5;4;5;6;3
PHO;0,683;99,6;94,4;4,44;6;5;12;7;2,0;2,0;0,615;0,6829268292682927;0,6153846153846154;0,6153846153846154;0,3333333333333333;0,3333333333333333;28,166666666666668;1,0;0,0;0,0;0,0;1,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;3,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;1,0;0,0;0,0;2,0;0,0;0,0;1,0;0,0;0,0;3,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;5,18;108,27;102,49;5,78;4,44;107,68;102,73;4,95;6;11;6;6;7;12;7;7
SAS;0,683;92,5;88,5;3,3;7;19;1;9;2,0;2,0;0,5;0,6829268292682927;0,5;0,5;0,4444444444444444;0,4444444444444444;28,307692307692307;2,0;0,0;0,0;2,0;0,0;0,0;1,0;1,0;2,0;2,0;0,0;1,0;2,0;0,0;2,0;2,0;0,0;0,0;2,0;0,0;1,0;2,0;1,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;0,0;0,0;2,0;2,0;1,0;2,0;2,0;1,0;2,0;2,0;1,0;2,0;2,0;1,0;2,0;2,0;1,0;1,0;2,0;0,0;1,0;2,0;3,99;104,7;100,22;4,48;3,3;103,99;100,28;3,71;8;16;3;8;9;18;3;9
MIA;0,671;95,0;90,0;5,09;8;12;6;6;3,0;16,0;0,703;0,6707317073170732;0,6422764227642277;0,7025365103766333;0,4;0,620253164556962;28,333333333333332;1,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;2,0;3,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;0,0;1,0;0,0;1,0;2,0;0,0;1,0;2,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;1,0;1,0;0,0;1,0;1,0;0,0;0,0;2,0;4,93;108,47;102,81;5,65;5,09;108,69;102,85;5,83;7;9;8;7;6;8;8;6
CHO;0,622;96,6;94,6;2,45;9;9;13;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2,0;108,23;106,16;2,08;2,45;108,69;106,11;2,59;12;12;17;12;12;8;18;12
ATL;0,61;95,9;92,3;3,85;10;11;8;8;5,0;25,0;0,552;0,6097560975609756;0,6121951219512195;0,5522682445759369;0,3684210526315789;0,46621621621621623;28,818181818181817;2,0;0,0;0,0;1,0;0,0;0,0;1,0;0,0;1,0;1,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;0,0;0,0;0,0;1,0;2,0;0,0;1,0;2,0;1,0;1,0;3,0;1,0;1,0;1,0;1,0;1,0;1,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;0,0;3,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;1,0;1,0;3,51;109,12;105,25;3,87;3,85;109,56;105,31;4,25;9;6;14;9;8;5;15;8
CLE;0,573;92,5;89,8;3,06;11;19;4;10;5,0;13,0;0,557;0,573170731707317;0,551219512195122;0,5572441742654508;0,14285714285714285;0,37037037037037035;25,181818181818183;1,0;0,0;0,0;0,0;0,0;1,0;1,0;0,0;0,0;2,0;0,0;0,0;0,0;0,0;0,0;1,0;1,0;1,0;1,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;1,0;2,0;1,0;1,0;2,0;0,0;0,0;1,0;0,0;0,0;0,0;0,0;0,0;3,0;0,0;0,0;2,0;0,0;1,0;2,0;0,0;0,0;2,0;0,0;1,0;1,0;2,73;102,87;99,95;2,92;3,06;102,94;99,65;3,29;10;24;2;10;10;24;2;10
