Tm;W/L%;PS/G;PA/G;SRS;Seed;Rank_PS/G;Rank_PA/G;Rank_SRS;COACHES_Seasons_Franchise;COACHES_Seasons_Career;COACHES_RS_CA_W%;COACHES_RS_S_PCT;COACHES_RS_FR_PCT;COACHES_RS_CA_PCT;COACHES_PL_FR_PCT;COACHES_PL_CA_PCT;Age;ALL_STAR;Top3_PTS;Top10_PTS;Top30_PTS;Top3_AST;Top10_AST;Top30_AST;Top3_REB;Top10_REB;Top30_REB;Top3_FG;Top10_FG;Top30_FG;Top3_FG%;Top10_FG%;Top30_FG%;Top3_3P;Top10_3P;Top30_3P;Top3_3P%;Top10_3P%;Top30_3P%;Top3_FT;Top10_FT;Top30_FT;Top3_FT%;Top10_FT%;Top30_FT%;Top3_STL;Top10_STL;Top30_STL;Top3_BLK;Top10_BLK;Top30_BLK;Top3_PER;Top10_PER;Top30_PER;Top3_WS;Top10_WS;Top30_WS;Top3_WS/48;Top10_WS/48;Top30_WS/48;Top3_VORP;Top10_VORP;Top30_VORP;Top3_BPM;Top10_BPM;Top30_BPM;Top3_USG%;Top10_USG%;Top30_USG%;MOV;ORtg;DRtg;NRtg;MOV/A;ORtg/A;DRtg/A;NRtg/A;Rank_MOV;Rank_ORtg;Rank_DRtg;Rank_NRtg;Rank_MOV/A;Rank_ORtg/A;Rank_DRtg/A;Rank_NRtg/A
GSW;0,817;110,0;99,9;10,01;1;1;11;1;1;1;0,817;0,8170731707317073;0,8170731707317073;0,8170731707317073;0,7619047619047619;0,7619047619047619;27,307692307692307;2;0;1;2;0;1;1;0;0;2;0;1;2;0;0;1;2;2;2;0;2;3;0;0;1;1;1;2;1;1;2;0;0;2;1;1;2;1;1;3;1;1;3;1;1;3;1;1;3;0;1;3;10,1;112,18;101,86;10,32;10,01;111,9;101,67;10,23;1;2;1;1;1;4;1;1
ATL;0,732;102,5;97,1;4,75;2;9;4;4;2;2;0,598;0,7317073170731707;0,5975609756097561;0,5975609756097561;0,4782608695652174;0,4782608695652174;27,692307692307693;4;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;1;1;0;1;2;0;0;1;0;0;2;0;1;2;0;0;1;0;0;2;0;0;3;0;0;2;0;0;3;0;0;2;0;0;1;5,43;110,0;103,98;6,02;4,75;109,85;104,56;5,29;4;6;6;4;4;6;10;4
LAC;0,683;106,7;100,1;6,8;3;2;12;2;2;16;0,572;0,6829268292682927;0,6890243902439024;0,5718954248366013;0,48148148148148145;0,5202702702702703;29,153846153846153;2;0;1;2;1;1;2;1;1;1;0;1;2;1;1;1;0;1;2;0;1;2;0;0;1;0;3;4;0;1;1;0;1;1;0;2;3;1;2;3;1;2;3;1;1;3;0;1;2;0;0;2;6,59;113,21;106,22;6,98;6,8;113,35;106,14;7,21;2;1;16;2;2;1;16;2
HOU;0,683;103,9;100,5;3,82;4;5;13;7;4;6;0,562;0,6829268292682927;0,6057692307692307;0,5615763546798029;0,4482758620689655;0,4482758620689655;27,727272727272727;1;1;1;1;0;1;1;0;1;1;0;0;1;0;1;2;0;2;3;1;1;1;1;1;1;0;0;1;0;2;2;0;0;2;0;1;1;1;1;1;0;1;1;1;1;1;1;1;1;0;1;1;3,44;107,87;104,26;3,61;3,82;107,86;103,85;4,01;7;12;8;7;7;12;5;7
SAS;0,671;103,2;97,0;6,34;5;6;3;3;19;19;0,685;0,6707317073170732;0,6849865951742627;0,6849865951742627;0,6178861788617886;0,6178861788617886;29,0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;3;0;1;1;0;0;2;0;0;0;0;0;2;1;1;1;0;1;1;0;0;2;0;0;3;0;0;3;0;0;3;0;2;3;0;0;0;6,2;109,25;102,61;6,64;6,34;109,09;102,3;6,79;3;7;2;3;3;7;2;3
MEM;0,671;98,3;95,1;3,62;6;17;2;8;2;2;0,64;0,6707317073170732;0,6402439024390244;0,6402439024390244;0,5;0,5;29,545454545454547;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;1;1;0;1;1;0;0;0;3,24;106,44;102,9;3,55;3,62;106,35;102,41;3,94;8;13;3;8;8;13;3;8
CLE;0,646;103,1;98,7;4,08;7;7;9;6;1;1;0,646;0,6463414634146342;0,6463414634146342;0,6463414634146342;0,7;0,7;27,384615384615383;2;1;1;2;0;1;2;0;0;2;0;1;2;0;1;1;0;1;3;0;0;2;0;1;2;0;0;0;0;0;2;0;0;0;0;1;2;0;2;3;0;0;2;0;2;3;0;1;2;0;1;1;4,48;111,93;107,13;4,8;4,08;111,97;107,58;4,39;5;4;18;5;6;3;19;6
POR;0,622;102,8;98,6;4,41;8;8;8;5;3;7;0,478;0,6219512195121951;0,5609756097560976;0,4782608695652174;0,375;0,3333333333333333;26,53846153846154;2;0;1;2;0;0;1;0;1;1;1;1;2;0;0;0;1;2;2;0;0;1;0;0;2;1;1;1;0;0;0;0;0;1;0;1;2;0;1;2;0;0;1;0;1;2;0;0;2;0;1;2;4,23;108,81;104,3;4,5;4,41;108,72;104,03;4,69;6;9;9;6;5;9;6;5
DAL;0,61;105,2;102,3;3,36;9;3;19;9;7;13;0,59;0,6097560975609756;0,6057347670250897;0,5895238095238096;0,5094339622641509;0,4956521739130435;29,454545454545453;1;0;0;1;0;0;1;0;1;1;0;0;1;1;2;2;0;0;1;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;2,9;110,3;107,14;3,16;3,36;110,51;106,87;3,64;11;5;19;11;9;5;18;9
CHI;0,61;100,8;97,8;2,54;10;14;7;10;5;5;0,647;0,6097560975609756;0,6472081218274112;0,6472081218274112;0,45098039215686275;0,45098039215686275;27,916666666666668;2;0;0;3;0;0;1;0;1;2;0;0;2;0;0;0;0;0;0;0;1;2;0;1;2;0;0;0;0;1;1;0;1;1;0;0;2;0;2;2;0;1;2;0;1;2;0;0;2;0;1;1;3,0;108,48;105,11;3,37;2,54;108,42;105,53;2,88;10;10;11;9;10;10;12;10
TOR;0,598;104,0;100,9;2,45;11;4;14;12;4;6;0,477;0,5975609756097561;0,4935897435897436;0,4769585253456221;0,2727272727272727;0,2727272727272727;26,2;1;0;0;2;0;0;1;0;0;1;0;0;1;0;1;3;0;0;2;0;0;1;0;1;2;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;2;3,07;112,06;108,69;3,37;2,45;112,07;109,35;2,72;9;3;26;9;12;2;26;11
WAS;0,561;98,5;97,8;0,17;12;16;7;15;4;9;0,394;0,5609756097560976;0,46440677966101696;0,39368770764119604;0,5714285714285714;0,5714285714285714;29,307692307692307;1;0;0;1;1;1;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0,72;104,56;103,73;0,83;0,17;104,38;104,13;0,25;14;22;5;13;15;22;7;15
OKC;0,549;104,0;101,8;2,47;13;4;18;11;7;7;0,62;0,5487804878048781;0,6201834862385321;0,6201834862385321;0,5342465753424658;0,5342465753424658;25,166666666666668;1;1;1;1;0;1;1;0;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;1;0;0;2;1;1;1;1;1;1;1;1;1;0;1;1;0;1;1;0;1;1;0;1;1;1;1;1;2,18;108,41;106,18;2,24;2,47;108,42;105,89;2,54;12;11;15;12;11;10;15;12
NOP;0,549;99,4;98,6;1,13;14;15;8;13;5;5;0,439;0,5487804878048781;0,43908629441624364;0,43908629441624364;0,2;0,2;25,0;1;0;1;1;0;1;2;0;1;2;1;1;2;0;0;1;0;0;2;1;2;3;0;1;1;1;1;1;0;0;2;1;1;1;1;1;1;0;1;1;1;1;1;0;1;1;1;1;1;0;0;1;0,79;108,95;108,15;0,8;1,13;109,04;107,88;1,16;13;8;22;14;13;8;21;13
MIL;0,5;97,8;97,4;-0,09;15;19;6;16;1;2;0,518;0,5;0,5;0,5182926829268293;0,3333333333333333;0,3888888888888889;25,0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;2;0;0;0;0;0;2;0;0;2;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0,43;103,57;103,18;0,38;-0,09;103,33;103,49;-0,16;15;26;4;16;16;26;4;17
BOS;0,488;101,4;101,2;-0,4;16;12;16;19;2;2;0,396;0,4878048780487805;0,39634146341463417;0,39634146341463417;0,0;0,0;24,76923076923077;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0,16;105,32;105,17;0,15;-0,4;105,14;105,58;-0,44;18;18;12;18;19;20;13;19
PHO;0,476;102,4;103,3;-0,38;17;10;20;18;2;2;0,53;0,47560975609756095;0,5304878048780488;0,5304878048780488;-1,0;-1,0;25,083333333333332;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;2;0;0;1;0;0;0;0;0;2;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;-0,9;105,93;106,85;-0,92;-0,38;105,97;106,34;-0,37;19;17;17;19;18;17;17;18
BRK;0,463;98,0;100,9;-3,13;18;18;14;23;1;8;0,507;0,4634146341463415;0,4634146341463415;0,5070422535211268;0,3333333333333333;0,4878048780487805;27,714285714285715;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-2,88;105,15;108,19;-3,05;-3,13;105,17;108,48;-3,31;22;19;23;21;24;18;24;23
UTA;0,463;95,1;94,9;0,71;19;22;1;14;1;1;0,463;0,4634146341463415;0,4634146341463415;0,4634146341463415;-1,0;-1,0;23,818181818181817;0;0;0;1;0;0;0;0;0;2;0;0;0;0;1;2;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;2;0;0;2;0;0;3;0;1;3;0;0;2;0;0;3;0;0;0;0,22;106,19;105,91;0,28;0,71;106,23;105,43;0,79;17;15;14;17;14;15;11;14
IND;0,463;97,3;97,0;-0,23;20;20;3;17;5;5;0,587;0,4634146341463415;0,5873925501432665;0,5873925501432665;0,5185185185185185;0,5185185185185185;28,46153846153846;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0,28;104,44;104,04;0,4;-0,22;104,34;104,48;-0,14;16;23;7;15;17;23;8;16
MIA;0,451;94,7;97,3;-2,92;21;23;5;21;7;7;0,629;0,45121951219512196;0,6290322580645161;0,6290322580645161;0,6363636363636364;0,6363636363636364;28,166666666666668;2;0;0;2;0;0;0;0;0;1;0;1;2;0;1;2;0;0;0;0;0;0;0;0;2;0;0;0;0;0;1;1;1;1;0;1;2;0;0;0;0;1;1;0;0;0;0;0;1;1;1;2;-2,6;104,86;107,91;-3,05;-2,92;104,99;108,36;-3,37;21;21;21;21;21;21;23;24
CHO;0,402;94,2;97,3;-3,44;22;24;5;24;2;2;0,463;0,4024390243902439;0,4634146341463415;0,4634146341463415;0,0;0,0;25,833333333333332;0;0;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;2;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;-3,17;100,92;104,44;-3,52;-3,44;100,75;104,55;-3,79;23;28;10;23;25;29;9;25
DET;0,39;98,5;99,5;-1,39;23;16;10;20;1;9;0,61;0,3902439024390244;0,3902439024390244;0,6096822995461422;-1,0;0,5517241379310345;26,166666666666668;0;0;0;0;0;0;2;1;2;2;0;0;0;0;0;1;0;0;2;0;0;1;0;0;1;0;3;4;0;0;0;0;1;1;0;0;2;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;-1,0;106,22;107,35;-1,14;-1,39;106,23;107,77;-1,54;20;14;20;20;20;15;20;20
DEN;0,366;101,5;105,0;-3,07;24;11;21;22;1;1;0,435;0,43478260869565216;0,43478260869565216;0,43478260869565216;-1,0;-1,0;26,466666666666665;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-3,55;105,11;108,68;-3,57;-3,07;105,16;108,22;-3,07;24;20;25;24;22;19;22;21
SAC;0,354;101,3;105,0;-3,07;25;13;21;22;1;26;0,596;0,36666666666666664;0,36666666666666664;0,5957224830464267;-1,0;0,43243243243243246;26,46153846153846;1;0;1;2;0;0;1;1;1;1;0;1;2;1;1;1;0;0;0;0;0;0;1;2;2;0;0;0;0;0;2;0;0;1;0;1;1;0;0;0;0;0;0;0;0;2;0;0;1;0;1;2;-3,71;106,01;109,95;-3,94;-3,07;106,24;109,51;-3,27;25;16;27;25;22;14;27;22
ORL;0,305;95,7;101,4;-5,87;26;21;17;25;1;1;0,333;0,3333333333333333;0,3333333333333333;0,3333333333333333;-1,0;-1,0;25,142857142857142;0;0;0;2;0;0;1;0;1;1;0;1;2;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;-5,72;102,26;108,34;-6,07;-5,87;102,3;108,54;-6,23;26;27;24;26;26;27;25;26
LAL;0,256;98,5;105,3;-6,17;27;16;22;26;1;14;0,429;0,25609756097560976;0,25609756097560976;0,42885181550539747;-1,0;0,5789473684210527;27,23076923076923;1;0;1;1;0;0;1;0;0;1;0;0;1;0;2;2;0;0;1;0;0;0;0;1;1;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;1;-6,84;104,07;111,44;-7,36;-6,17;104,26;110,9;-6,65;27;24;29;27;27;24;28;27
